No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,URL,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2,Cade Cunningham,0.0,6-6,220.0,"September 25, 2001",usUS,3,Oklahoma State,DET,https://www.basketball-reference.com/players/c/cunnica01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Isaiah Stewart,0.0,6-8,250.0,"May 22, 2001",usUS,4,Washington,DET,https://www.basketball-reference.com/players/s/stewais01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Simone Fontecchio,0.0,6-8,209.0,"December 9, 1995",itIT,2,,DET,https://www.basketball-reference.com/players/f/fontesi01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Marcus Sasser,0.0,6-2,195.0,"September 21, 2000",usUS,1,Houston,DET,https://www.basketball-reference.com/players/s/sassema01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Ausar Thompson,0.0,6-7,215.0,"January 30, 2003",usUS,1,,DET,https://www.basketball-reference.com/players/t/thompau01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Paul Reed,0.0,6-9,210.0,"June 14, 1999",usUS,4,DePaul,DET,https://www.basketball-reference.com/players/r/reedppa01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Jaden Ivey,0.0,6-4,195.0,"February 13, 2002",usUS,2,Purdue,DET,https://www.basketball-reference.com/players/i/iveyjja01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Dennis Schroder,PG,6-1,172.0,"September 15, 1993",deDE,11,,DET,https://www.basketball-reference.com/players/s/schrode01.html,2024-25,31.0,DET,NBA,11.0,0.0,20.0,3.3,7.9,0.414,1.3,3.8,0.333,2.0,4.1,0.489,0.494,1.5,2.0,0.773,0.5,2.1,2.5,4.7,0.5,0.3,1.4,1.7,9.4
43,Lindy Waters III,0.0,6-6,215.0,"July 28, 1997",usUS,3,Oklahoma State,DET,https://www.basketball-reference.com/players/i/iiilili01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Bobi Klintman,0.0,6-9,225.0,"March 6, 2003",seSE,R,Wake Forest,DET,https://www.basketball-reference.com/players/k/klintbo01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Daniss Jenkins(TW),0.0,6-3,165.0,"August 17, 2001",usUS,R,"University of the Pacific,Iona College,St. John's",DET,https://www.basketball-reference.com/players/j/jenkida01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Tolu Smith(TW),0.0,6-10,254.0,"July 26, 2000",usUS,R,"Western Kentucky,Mississippi State",DET,https://www.basketball-reference.com/players/s/smithto01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Ron Harper Jr.(TW),0.0,6-6,245.0,"April 12, 2000",usUS,2,Rutgers University,DET,https://www.basketball-reference.com/players/j/jr.(tro01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Buddy Hield,SG,6-4,220.0,"December 17, 1992",bsBS,8,Oklahoma,GSW,https://www.basketball-reference.com/players/h/hieldbu01.html,2024-25,32.0,GSW,NBA,64.0,22.0,23.3,4.1,10.0,0.411,2.5,6.9,0.361,1.6,3.1,0.522,0.535,0.6,0.8,0.8,0.6,2.7,3.3,1.6,0.9,0.3,1.2,1.7,11.4
5,Kevon Looney,C,6-9,222.0,"February 6, 1996",usUS,9,UCLA,GSW,https://www.basketball-reference.com/players/l/looneke01.html,2024-25,28.0,GSW,NBA,58.0,6.0,15.6,2.1,4.1,0.506,0.0,0.1,0.0,2.1,4.0,0.513,0.506,0.8,1.4,0.563,2.7,3.8,6.6,1.7,0.7,0.5,0.6,2.2,4.9
4,Moses Moody,SG,6-5,205.0,"May 31, 2002",usUS,3,Arkansas,GSW,https://www.basketball-reference.com/players/m/moodymo01.html,2024-25,22.0,GSW,NBA,56.0,16.0,20.9,3.3,7.4,0.439,1.7,4.4,0.383,1.6,3.0,0.521,0.553,1.4,1.8,0.77,0.7,1.8,2.5,1.2,0.6,0.4,0.7,1.5,9.6
30,Stephen Curry,PG,6-2,185.0,"March 14, 1988",usUS,15,Davidson,GSW,https://www.basketball-reference.com/players/c/curryst01.html,2024-25,36.0,GSW,NBA,55.0,55.0,32.2,8.1,18.1,0.449,4.5,11.3,0.397,3.6,6.8,0.533,0.572,3.8,4.1,0.934,0.6,3.9,4.4,6.2,1.1,0.4,2.9,1.3,24.5
32,Trayce Jackson-Davis,0.0,6-9,245.0,"February 22, 2000",usUS,1,Indiana,GSW,https://www.basketball-reference.com/players/j/jackstr01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Gary Payton II,0.0,6-2,190.0,"December 1, 1992",usUS,8,Oregon State,GSW,https://www.basketball-reference.com/players/i/iigarga01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Brandin Podziemski,0.0,6-5,205.0,"February 25, 2003",usUS,1,"Illinois,Santa Clara",GSW,https://www.basketball-reference.com/players/p/podzibr01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Draymond Green,PF,6-6,230.0,"March 4, 1990",usUS,12,Michigan State,GSW,https://www.basketball-reference.com/players/g/greendr01.html,2024-25,34.0,GSW,NBA,50.0,48.0,28.8,3.1,7.3,0.428,1.1,3.3,0.329,2.0,4.0,0.51,0.503,1.6,2.4,0.681,1.1,5.0,6.2,5.9,1.3,1.0,2.4,3.1,9.0
15,Gui Santos,0.0,6-8,209.0,"June 22, 2002",brBR,1,,GSW,https://www.basketball-reference.com/players/s/santogu01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00,Jonathan Kuminga,PF,6-8,210.0,"October 6, 2002",cdCD,3,,GSW,https://www.basketball-reference.com/players/k/kuminjo01.html,2024-25,22.0,GSW,NBA,32.0,10.0,26.0,6.1,13.2,0.459,1.3,3.6,0.345,4.8,9.6,0.502,0.506,3.4,5.3,0.639,1.4,3.6,5.0,2.2,0.9,0.6,1.6,1.9,16.8
61,Pat Spencer,0.0,6-3,205.0,"July 4, 1996",usUS,1,"Loyola (MD),Northwestern",GSW,https://www.basketball-reference.com/players/s/spencpa01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Quinten Post,0.0,7-0,238.0,"March 21, 2000",nlNL,R,"Mississippi State,Boston College",GSW,https://www.basketball-reference.com/players/p/postqqu01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Jimmy Butler,SF,6-7,230.0,"September 14, 1989",usUS,13,"Tyler Junior College,Marquette",GSW,https://www.basketball-reference.com/players/b/butleji01.html,2024-25,35.0,GSW,NBA,12.0,12.0,31.6,5.3,11.6,0.46,0.4,2.1,0.2,4.9,9.5,0.518,0.478,6.8,7.7,0.88,2.3,3.0,5.3,5.3,1.2,0.3,1.4,1.1,17.8
31,Kevin Knox,0.0,6-7,215.0,"August 11, 1999",usUS,6,Kentucky,GSW,https://www.basketball-reference.com/players/k/knoxkke01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Jackson Rowe(TW),0.0,6-7,210.0,"January 4, 1997",caCA,R,Cal State Fullerton,GSW,https://www.basketball-reference.com/players/r/rowe(ja01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Taran Armstrong(TW),0.0,6-6,,"January 15, 2002",auAU,R,,GSW,https://www.basketball-reference.com/players/a/armstta01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Braxton Key(TW),0.0,6-8,230.0,"February 14, 1997",usUS,3,"Alabama,Virginia",GSW,https://www.basketball-reference.com/players/k/key(tbr01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Jalen Green,0.0,6-4,178.0,"February 9, 2002",usUS,3,,HOU,https://www.basketball-reference.com/players/g/greenja01.html,2023-24,Did not play - unsigned,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Alperen ÅengÃ¼n,0.0,6-11,235.0,"July 25, 2002",trTR,3,,HOU,https://www.basketball-reference.com/players/å/åengal01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Amen Thompson,0.0,6-7,209.0,"January 30, 2003",usUS,1,,HOU,https://www.basketball-reference.com/players/t/thompam01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Dillon Brooks,SF,6-6,225.0,"January 22, 1996",caCA,7,Oregon,HOU,https://www.basketball-reference.com/players/b/brookdi01.html,2024-25,29.0,HOU,NBA,60.0,60.0,32.1,4.9,11.8,0.419,2.5,6.2,0.394,2.5,5.6,0.447,0.523,1.4,1.7,0.824,1.2,2.8,3.9,1.6,0.8,0.2,1.0,3.4,13.7
0,Aaron Holiday,PG,6-0,185.0,"September 30, 1996",usUS,6,UCLA,HOU,https://www.basketball-reference.com/players/h/holidaa01.html,2024-25,28.0,HOU,NBA,47.0,3.0,12.7,1.8,4.2,0.429,1.0,2.7,0.373,0.8,1.5,0.529,0.548,0.6,0.7,0.875,0.2,1.1,1.3,1.2,0.4,0.1,0.6,1.0,5.2
5,Fred VanVleet,PG,6-0,197.0,"February 25, 1994",usUS,8,Wichita State,HOU,https://www.basketball-reference.com/players/v/vanvlfr01.html,2024-25,30.0,HOU,NBA,46.0,46.0,35.5,5.0,12.9,0.383,2.6,7.7,0.34,2.3,5.2,0.448,0.485,1.8,2.2,0.824,0.7,3.3,3.9,5.8,1.6,0.4,1.5,2.4,14.4
15,Reed Sheppard,0.0,6-2,185.0,"June 24, 2004",usUS,R,Kentucky,HOU,https://www.basketball-reference.com/players/s/sheppre01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Steven Adams,C,6-11,265.0,"July 20, 1993",nzNZ,10,Pitt,HOU,https://www.basketball-reference.com/players/a/adamsst01.html,2024-25,31.0,HOU,NBA,45.0,2.0,12.5,1.4,2.7,0.512,0.0,0.0,0.0,1.4,2.7,0.516,0.512,0.7,1.5,0.449,2.6,2.5,5.1,1.2,0.4,0.5,0.9,1.0,3.5
17,Tari Eason,0.0,6-8,216.0,"May 10, 2001",usUS,2,"Cincinnati,LSU",HOU,https://www.basketball-reference.com/players/e/easonta01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Jabari Smith Jr.,0.0,6-11,220.0,"May 13, 2003",usUS,2,Auburn,HOU,https://www.basketball-reference.com/players/j/jr.jaja01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Jae'Sean Tate,0.0,6-4,230.0,"October 28, 1995",usUS,4,Ohio State,HOU,https://www.basketball-reference.com/players/t/tatejja01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Cam Whitmore,0.0,6-7,232.0,"July 8, 2004",usUS,1,Villanova,HOU,https://www.basketball-reference.com/players/w/whitmca01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Jock Landale,C,6-11,256.0,"October 25, 1995",auAU,3,Saint Mary's,HOU,https://www.basketball-reference.com/players/l/landajo01.html,2024-25,29.0,HOU,NBA,32.0,1.0,10.7,1.5,3.3,0.462,0.2,0.5,0.375,1.3,2.8,0.478,0.491,0.7,1.1,0.676,1.3,1.8,3.1,0.8,0.2,0.3,0.5,1.0,4.0
32,Jeff Green,0.0,6-8,235.0,"August 28, 1986",usUS,16,Georgetown,HOU,https://www.basketball-reference.com/players/g/greenje01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Jeenathan Williams,SF,6-5,205.0,"February 12, 1999",usUS,2,Buffalo,HOU,https://www.basketball-reference.com/players/w/willije01.html,2004-05,31.0,NYK,NBA,79.0,4.0,15.3,1.5,3.1,0.502,0.0,0.1,0.0,1.5,3.0,0.513,0.502,1.5,2.2,0.669,1.5,2.1,3.6,0.5,0.7,0.1,0.8,2.0,4.5
58,Jack McVeigh(TW),0.0,6-8,215.0,"June 27, 1996",auAU,R,Nebraska,HOU,https://www.basketball-reference.com/players/m/mcveija01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,N'Faly Dante(TW),0.0,6-11,230.0,"October 19, 2001",mlML,R,Oregon,HOU,https://www.basketball-reference.com/players/d/danten'01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,David Roddy(TW),PF,6-4,255.0,"March 27, 2001",usUS,2,Colorado State,HOU,https://www.basketball-reference.com/players/r/roddyda01.html,2024-25,23.0,PHI,NBA,3.0,0.0,9.7,2.7,6.3,0.421,0.7,3.7,0.182,2.0,2.7,0.75,0.474,0.0,0.0,,0.7,2.3,3.0,1.0,0.7,0.0,0.3,0.3,6.0
43,Pascal Siakam,PF,6-8,230.0,"April 2, 1994",cmCM,8,New Mexico State,IND,https://www.basketball-reference.com/players/s/siakapa01.html,2024-25,30.0,IND,NBA,62.0,62.0,33.0,8.0,15.3,0.522,1.7,4.3,0.402,6.2,11.0,0.568,0.578,3.2,4.2,0.754,1.7,5.5,7.2,3.3,0.9,0.5,1.3,2.6,20.8
0,Tyrese Haliburton,PG,6-5,185.0,"February 29, 2000",usUS,4,Iowa State,IND,https://www.basketball-reference.com/players/h/halibty01.html,2024-25,24.0,IND,NBA,59.0,59.0,34.0,6.5,13.8,0.468,3.1,7.8,0.39,3.4,6.0,0.569,0.578,2.5,2.9,0.861,0.6,2.9,3.5,8.9,1.5,0.6,1.7,1.3,18.5
1,Obi Toppin,PF,6-9,220.0,"March 4, 1998",usUS,4,Dayton,IND,https://www.basketball-reference.com/players/t/toppiob01.html,2024-25,26.0,IND,NBA,59.0,0.0,19.2,3.8,7.2,0.533,1.2,3.5,0.343,2.6,3.7,0.712,0.616,1.1,1.4,0.798,0.7,3.3,4.0,1.6,0.6,0.3,0.8,1.4,10.0
9,T.J. McConnell,0.0,6-1,190.0,"March 25, 1992",usUS,9,"Duquesne,Arizona",IND,https://www.basketball-reference.com/players/m/mccont.01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Jarace Walker,0.0,6-8,240.0,"September 4, 2003",usUS,1,Houston,IND,https://www.basketball-reference.com/players/w/walkeja01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00,Bennedict Mathurin,0.0,6-6,210.0,"June 19, 2002",caCA,2,Arizona,IND,https://www.basketball-reference.com/players/m/mathube01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Myles Turner,C,6-11,250.0,"March 24, 1996",usUS,9,Texas,IND,https://www.basketball-reference.com/players/t/turnemy01.html,2024-25,28.0,IND,NBA,55.0,55.0,30.9,5.5,11.4,0.477,2.2,5.4,0.404,3.3,6.0,0.542,0.572,2.4,3.1,0.775,1.2,5.3,6.5,1.6,0.9,1.9,1.8,2.7,15.5
26,Ben Sheppard,SG,6-6,190.0,"July 16, 2001",usUS,1,Belmont,IND,https://www.basketball-reference.com/players/s/sheppbe01.html,2024-25,23.0,IND,NBA,48.0,9.0,20.3,2.2,5.0,0.437,1.2,3.4,0.362,0.9,1.6,0.6,0.561,0.4,0.4,0.905,0.7,2.0,2.7,1.2,0.6,0.3,0.3,2.0,6.0
2,Andrew Nembhard,SG,6-5,193.0,"January 16, 2000",caCA,2,"Florida,Gonzaga",IND,https://www.basketball-reference.com/players/n/nembhan01.html,2024-25,25.0,IND,NBA,46.0,46.0,29.0,3.9,8.3,0.469,0.8,2.5,0.31,3.1,5.8,0.538,0.516,1.8,2.2,0.794,0.5,2.7,3.2,5.2,1.3,0.2,1.9,2.4,10.3
12,Johnny Furphy,0.0,6-8,200.0,"December 8, 2004",auAU,R,Kansas,IND,https://www.basketball-reference.com/players/f/furphjo01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Thomas Bryant,C,6-10,248.0,"July 31, 1997",usUS,7,Indiana,IND,https://www.basketball-reference.com/players/b/bryanth01.html,2024-25,27.0,IND,NBA,36.0,5.0,16.1,3.1,5.7,0.539,0.9,2.3,0.369,2.2,3.4,0.656,0.614,0.7,0.9,0.774,1.8,2.7,4.4,1.3,0.5,0.5,0.6,1.2,7.7
23,Aaron Nesmith,SF,6-5,215.0,"October 16, 1999",usUS,4,Vanderbilt,IND,https://www.basketball-reference.com/players/n/nesmiaa01.html,2024-25,25.0,IND,NBA,27.0,19.0,23.8,3.7,7.5,0.498,1.5,3.9,0.385,2.3,3.7,0.616,0.596,1.5,1.7,0.911,0.7,3.0,3.6,1.4,0.6,0.4,0.9,2.6,10.5
29,Quenton Jackson(TW),0.0,6-5,175.0,"September 15, 1998",usUS,2,Texas A&M,IND,https://www.basketball-reference.com/players/j/jacksqu01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Enrique Freeman(TW),0.0,6-7,206.0,"July 29, 2000",usUS,R,University of Akron,IND,https://www.basketball-reference.com/players/f/freemen01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,James Johnson,PF,6-7,240.0,"February 20, 1987",usUS,15,Wake Forest,IND,https://www.basketball-reference.com/players/j/johnsja01.html,2024-25,37.0,IND,NBA,11.0,0.0,3.0,0.4,0.8,0.444,0.0,0.3,0.0,0.4,0.5,0.667,0.444,0.0,0.1,0.0,0.0,0.5,0.5,0.4,0.0,0.2,0.4,0.4,0.7
10,RayJ Dennis(TW),0.0,6-2,180.0,"March 30, 2001",usUS,R,"Boise State,Toledo,Baylor",IND,https://www.basketball-reference.com/players/d/dennira01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Isaiah Jackson,C,6-10,206.0,"January 10, 2002",usUS,3,Kentucky,IND,https://www.basketball-reference.com/players/j/jacksis01.html,2024-25,23.0,IND,NBA,5.0,1.0,16.8,2.8,4.6,0.609,0.0,0.0,,2.8,4.6,0.609,0.609,1.4,2.8,0.5,2.2,3.4,5.6,1.0,0.6,1.6,1.0,2.8,7.0
13,Tony Bradley,C,6-10,248.0,"January 8, 1998",usUS,6,UNC,IND,https://www.basketball-reference.com/players/b/bradlto01.html,2024-25,27.0,IND,NBA,2.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
40,Ivica Zubac,C,7-0,240.0,"March 18, 1997",baBA,8,,LAC,https://www.basketball-reference.com/players/z/zubaciv01.html,2024-25,27.0,LAC,NBA,61.0,61.0,32.3,7.0,11.4,0.616,0.0,0.0,,7.0,11.4,0.616,0.616,1.8,2.8,0.643,3.7,8.8,12.5,2.5,0.8,1.1,1.6,2.2,15.9
7,Amir Coffey,SG,6-7,210.0,"June 17, 1997",usUS,5,Minnesota,LAC,https://www.basketball-reference.com/players/c/coffeam01.html,2024-25,27.0,LAC,NBA,61.0,13.0,25.7,3.5,7.4,0.473,1.5,3.6,0.414,2.0,3.8,0.53,0.574,1.8,2.0,0.908,0.5,1.9,2.4,1.1,0.6,0.1,0.7,1.8,10.3
33,Nicolas Batum,PF,6-8,230.0,"December 14, 1988",frFR,16,,LAC,https://www.basketball-reference.com/players/b/batumni01.html,2024-25,36.0,LAC,NBA,61.0,4.0,17.4,1.2,2.9,0.402,1.0,2.5,0.4,0.2,0.5,0.414,0.57,0.2,0.3,0.833,0.6,2.1,2.8,1.2,0.7,0.4,0.4,1.5,3.6
1,James Harden,PG,6-5,220.0,"August 26, 1989",usUS,15,Arizona State,LAC,https://www.basketball-reference.com/players/h/hardeja01.html,2024-25,35.0,LAC,NBA,60.0,60.0,34.8,6.4,16.4,0.391,3.0,8.7,0.341,3.5,7.8,0.448,0.481,6.3,7.2,0.875,0.7,5.1,5.7,8.5,1.5,0.7,4.5,2.1,22.1
55,Derrick Jones Jr.,0.0,6-5,210.0,"February 15, 1997",usUS,8,UNLV,LAC,https://www.basketball-reference.com/players/j/jr.dede01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Kris Dunn,0.0,6-3,205.0,"March 18, 1994",usUS,8,Providence,LAC,https://www.basketball-reference.com/players/d/dunnkkr01.html,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Norman Powell,SG,6-3,215.0,"May 25, 1993",usUS,9,UCLA,LAC,https://www.basketball-reference.com/players/p/powelno01.html,2024-25,31.0,LAC,NBA,46.0,46.0,33.0,8.3,16.7,0.494,3.3,7.7,0.424,5.0,9.0,0.554,0.592,4.0,4.8,0.821,0.4,3.1,3.5,2.2,1.3,0.2,2.0,1.9,23.8
